QuestionID,ParticipantID,Answer,Time,QuestionNo,QuestionID,CorrectAnswer,Hypothesis,ParticipantID,Age,Gender,Profession,Education
H1C2R5ST,23,Kenan,16.473,2,H1C2R5ST,Kenan,1,23,29,Male,Full-Time Employment,Undergraduate
H1C1R5DT,26,$46,12.529,1,H1C1R5DT,46,1,26,42,Female,Part-Time Employment,Undergraduate
H1C1R15ST,25,Paige,7.258,7,H1C1R15ST,Paige,1,25,38,Male,Full-Time Employment,Undergraduate
H1C1R15ST,23,Paige,8.033,3,H1C1R15ST,Paige,1,23,29,Male,Full-Time Employment,Undergraduate
H1C4R5DT,25,93,4.373,8,H1C4R5DT,93,1,25,38,Male,Full-Time Employment,Undergraduate
H1C4R5DT,26,$93,14.945,2,H1C4R5DT,93,1,26,42,Female,Part-Time Employment,Undergraduate
H1C2R20SB,25,Maria,10.377,9,H1C2R20SB,Maria,1,25,38,Male,Full-Time Employment,Undergraduate
H1C2R5ST,25,Kenan,4.916,10,H1C2R5ST,Kenan,1,25,38,Male,Full-Time Employment,Undergraduate
H1C1R20DB,23,110,18.784,4,H1C1R20DB,108,1,23,29,Male,Full-Time Employment,Undergraduate
H1C2R20SB,21,Maria,41.372,12,H1C2R20SB,Maria,1,21,49,Male,Full-Time Employment,Postgraduate
H1C4R20DB,25,75,15.682,11,H1C4R20DB,74,1,25,38,Male,Full-Time Employment,Undergraduate
H1C1R10SB,26,Nancy,28.825,3,H1C1R10SB,Nancy,1,26,42,Female,Part-Time Employment,Undergraduate
H1C2R15DT,23,$69,23.372,5,H1C2R15DT,69,1,23,29,Male,Full-Time Employment,Undergraduate
H1C1R20DB,25,109,11.519,12,H1C1R20DB,108,1,25,38,Male,Full-Time Employment,Undergraduate
H1C4R15ST,26,Angus,12.734,4,H1C4R15ST,Angus,1,26,42,Female,Part-Time Employment,Undergraduate
H1C4R10SB,23,Nilie,25.417,6,H1C4R10SB,Nillie,1,23,29,Male,Full-Time Employment,Undergraduate
H1C2R15DT,26,$69,17.715,5,H1C2R15DT,69,1,26,42,Female,Part-Time Employment,Undergraduate
H1C1R10SB,23,Nercy,15.451,7,H1C1R10SB,Nancy,1,23,29,Male,Full-Time Employment,Undergraduate
H1C4R5DT,23,$93,13.31,8,H1C4R5DT,93,1,23,29,Male,Full-Time Employment,Undergraduate
H1C1R5DT,23,$46,12.897,9,H1C1R5DT,46,1,23,29,Male,Full-Time Employment,Undergraduate
H1C4R15ST,23,Angus,12.814,10,H1C4R15ST,Angus,1,23,29,Male,Full-Time Employment,Undergraduate
H1C4R20DB,26,$75,78.519,6,H1C4R20DB,74,1,26,42,Female,Part-Time Employment,Undergraduate
H1C4R20DB,23,36,40.682,11,H1C4R20DB,74,1,23,29,Male,Full-Time Employment,Undergraduate
H1C4R10SB,26,Nillie,38.186,7,H1C4R10SB,Nillie,1,26,42,Female,Part-Time Employment,Undergraduate
H1C2R20SB,23,Maria,36.409,12,H1C2R20SB,Maria,1,23,29,Male,Full-Time Employment,Undergraduate
H1C1R20DB,26,$107,45.751,8,H1C1R20DB,108,1,26,42,Female,Part-Time Employment,Undergraduate
H1C1R15ST,26,Paige,16.294,9,H1C1R15ST,Paige,1,26,42,Female,Part-Time Employment,Undergraduate
H1C2R20SB,26,Maria,47.887,10,H1C2R20SB,Maria,1,26,42,Female,Part-Time Employment,Undergraduate
H1C2R10DB,26,$79,29.686,11,H1C2R10DB,$79,1,26,42,Female,Part-Time Employment,Undergraduate
H1C2R5ST,26,Kenan,37.968,12,H1C2R5ST,Kenan,1,26,42,Female,Part-Time Employment,Undergraduate
H1C2R20ST,27,Maria,21.269,1,H1C2R20ST,Maria,1,27,24,Male,Full-Time Employment,Undergraduate
H1C1R10ST,27,Nancy,12.13,2,H1C1R10ST,Nancy,1,27,24,Male,Full-Time Employment,Undergraduate
H1C2R5SB,27,Kenan,28.138,3,H1C2R5SB,Kenan,1,27,24,Male,Full-Time Employment,Undergraduate
H1C4R10ST,27,Nillie,10.916,4,H1C4R10ST,Nillie,1,27,24,Male,Full-Time Employment,Undergraduate
H1C4R5DB,27,95,61.288,5,H1C4R5DB,93,1,27,24,Male,Full-Time Employment,Undergraduate
H1C1R5DB,27,45,19.638,6,H1C1R5DB,46,1,27,24,Male,Full-Time Employment,Undergraduate
H1C4R15SB,27,Jake,32.744,7,H1C4R15SB,Angus,1,27,24,Male,Full-Time Employment,Undergraduate
H1C1R20DT,27,108,11.192,8,H1C1R20DT,108,1,27,24,Male,Full-Time Employment,Undergraduate
H1C2R15DB,27,70,32.824,9,H1C2R15DB,69,1,27,24,Male,Full-Time Employment,Undergraduate
H1C2R10DT,27,79,26.071,10,H1C2R10DT,79,1,27,24,Male,Full-Time Employment,Undergraduate
H1C4R15ST,28,Angus,14.226,1,H1C4R15ST,Angus,1,28,24,Male,Full-Time Employment,Undergraduate
H1C4R10SB,28,Nillie,39.216,2,H1C4R10SB,Nillie,1,28,24,Male,Full-Time Employment,Undergraduate
H1C1R20DB,28,108,21.336,3,H1C1R20DB,108,1,28,24,Male,Full-Time Employment,Undergraduate
H1C2R15DT,28,69,12.638,4,H1C2R15DT,69,1,28,24,Male,Full-Time Employment,Undergraduate
H1C4R20DB,28,70,47.526,5,H1C4R20DB,74,1,28,24,Male,Full-Time Employment,Undergraduate
H1C1R10SB,28,Nancy,18.223,6,H1C1R10SB,Nancy,1,28,24,Male,Full-Time Employment,Undergraduate
H1C1R15ST,28,Paige,15.311,7,H1C1R15ST,Paige,1,28,24,Male,Full-Time Employment,Undergraduate
H1C2R5ST,28,Kenan,9.308,8,H1C2R5ST,Kenan,1,28,24,Male,Full-Time Employment,Undergraduate
H1C1R5DT,28,46,6.283,9,H1C1R5DT,46,1,28,24,Male,Full-Time Employment,Undergraduate
H1C4R5DT,28,93,10.989,10,H1C4R5DT,93,1,28,24,Male,Full-Time Employment,Undergraduate
H1C2R10DB,28,78,18.896,11,H1C2R10DB,$79,1,28,24,Male,Full-Time Employment,Undergraduate
H1C4R20DT,29,74,136.928,1,H1C4R20DT,74,1,29,27,Male,Full-Time Employment,Undergraduate
H1C2R20SB,28,Maria,56.199,12,H1C2R20SB,Maria,1,28,24,Male,Full-Time Employment,Undergraduate
H1C1R15SB,29,paige,76.15,2,H1C1R15SB,Paige,1,29,27,Male,Full-Time Employment,Undergraduate
H1C1R5DT,31,46,22.535,1,H1C1R5DT,46,1,31,24,Male,Full-Time Employment,Undergraduate
H1C1R10SB,30,Nancy,42.498,1,H1C1R10SB,Nancy,1,30,24,Female,Full-Time Employment,Undergraduate
H1C2R5ST,31,Kenan,12.737,2,H1C2R5ST,Kenan,1,31,24,Male,Full-Time Employment,Undergraduate
H1C1R10SB,32,Nancy,41.027,1,H1C1R10SB,Nancy,1,32,38,Male,Full-Time Employment,Postgraduate
H1C4R5DT,30,93,19.439,2,H1C4R5DT,93,1,30,24,Female,Full-Time Employment,Undergraduate
H1C1R5DT,32,46,21.735,2,H1C1R5DT,46,1,32,38,Male,Full-Time Employment,Postgraduate
H1C4R15ST,31,Angus,33.851,3,H1C4R15ST,Angus,1,31,24,Male,Full-Time Employment,Undergraduate
H1C4R10SB,32,Nille,42.344,3,H1C4R10SB,Nillie,1,32,38,Male,Full-Time Employment,Postgraduate
H1C4R5DT,31,93,40.559,4,H1C4R5DT,93,1,31,24,Male,Full-Time Employment,Undergraduate
H1C4R20DB,31,70,36.102,5,H1C4R20DB,74,1,31,24,Male,Full-Time Employment,Undergraduate
H1C4R5DB,29,93,164.104,3,H1C4R5DB,93,1,29,27,Male,Full-Time Employment,Undergraduate
H1C2R10DB,32,79,46.858,4,H1C2R10DB,$79,1,32,38,Male,Full-Time Employment,Postgraduate
H1C4R20DB,30,65,109.052,3,H1C4R20DB,74,1,30,24,Female,Full-Time Employment,Undergraduate
H1C2R20ST,29,Maria,17.183,4,H1C2R20ST,Maria,1,29,27,Male,Full-Time Employment,Undergraduate
H1C2R5ST,32,Kenan,17.948,5,H1C2R5ST,Kenan,1,32,38,Male,Full-Time Employment,Postgraduate
H1C1R15ST,30,Paige,16.723,4,H1C1R15ST,Paige,1,30,24,Female,Full-Time Employment,Undergraduate
H1C1R5DT,30,46,10.536,5,H1C1R5DT,46,1,30,24,Female,Full-Time Employment,Undergraduate
H1C4R5DT,32,93,26.212,6,H1C4R5DT,93,1,32,38,Male,Full-Time Employment,Postgraduate
H1C1R15SB,34,Paige,96.558,1,H1C1R15SB,Paige,1,34,24,Male,Full-Time Employment,Undergraduate
H1C4R15SB,33,JAKE,197.894,1,H1C4R15SB,Angus,1,33,25,Male,Full-Time Student,Undergraduate
H1C1R10SB,31,Nancy,76.713,6,H1C1R10SB,Nancy,1,31,24,Male,Full-Time Employment,Undergraduate
H1C1R10ST,29,Nancy,55.76,5,H1C1R10ST,Nancy,1,29,27,Male,Full-Time Employment,Undergraduate
H1C1R10ST,33,Nancy,16.102,2,H1C1R10ST,Nancy,1,33,25,Male,Full-Time Student,Undergraduate
H1C4R10SB,30,Nillie,51.355,6,H1C4R10SB,Nillie,1,30,24,Female,Full-Time Employment,Undergraduate
H1C1R15ST,31,Paige,13.163,7,H1C1R15ST,Paige,1,31,24,Male,Full-Time Employment,Undergraduate
H1C2R5SB,34,Kenan,39.021,2,H1C2R5SB,Kenan,1,34,24,Male,Full-Time Employment,Undergraduate
H1C4R10ST,29,Nillie,15.608,6,H1C4R10ST,Nillie,1,29,27,Male,Full-Time Employment,Undergraduate
H1C4R20DT,33,74,22.793,3,H1C4R20DT,74,1,33,25,Male,Full-Time Student,Undergraduate
H1C1R20DT,29,108,20.421,7,H1C1R20DT,108,1,29,27,Male,Full-Time Employment,Undergraduate
H1C2R10DB,30,79,28.973,7,H1C2R10DB,$79,1,30,24,Female,Full-Time Employment,Undergraduate
H1C4R5DB,33,95,20.014,4,H1C4R5DB,93,1,33,25,Male,Full-Time Student,Undergraduate
H1C4R20DB,32,70,88.403,7,H1C4R20DB,74,1,32,38,Male,Full-Time Employment,Postgraduate
H1C4R15ST,30,Angus,22.461,8,H1C4R15ST,Angus,1,30,24,Female,Full-Time Employment,Undergraduate
H1C2R5SB,33,KENAN,21.213,5,H1C2R5SB,Kenan,1,33,25,Male,Full-Time Student,Undergraduate
H1C2R5ST,30,Kenan,14.866,9,H1C2R5ST,Kenan,1,30,24,Female,Full-Time Employment,Undergraduate
H1C2R20ST,33,MARIA,21.663,6,H1C2R20ST,Maria,1,33,25,Male,Full-Time Student,Undergraduate
H1C2R15DT,30,69,14.94,10,H1C2R15DT,69,1,30,24,Female,Full-Time Employment,Undergraduate
H1C2R10DB,31,78,89.108,8,H1C2R10DB,$79,1,31,24,Male,Full-Time Employment,Undergraduate
H1C1R5DB,33,45,18.131,7,H1C1R5DB,46,1,33,25,Male,Full-Time Student,Undergraduate
H1C2R10DT,35,79,7.514,1,H1C2R10DT,79,1,35,40,Female,Full-Time Employment,Undergraduate
H1C1R20DB,32,108,62.412,8,H1C1R20DB,108,1,32,38,Male,Full-Time Employment,Postgraduate
H1C2R15DB,35,70,12.719,2,H1C2R15DB,69,1,35,40,Female,Full-Time Employment,Undergraduate
H1C1R20DT,35,108,6.623,3,H1C1R20DT,108,1,35,40,Female,Full-Time Employment,Undergraduate
H1C4R20DT,35,74,7.763,4,H1C4R20DT,74,1,35,40,Female,Full-Time Employment,Undergraduate
H1C2R20ST,35,Maria,8.268,5,H1C2R20ST,Maria,1,35,40,Female,Full-Time Employment,Undergraduate
H1C4R15SB,35,angus,23.132,6,H1C4R15SB,Angus,1,35,40,Female,Full-Time Employment,Undergraduate
H1C1R5DB,35,45,8.703,7,H1C1R5DB,46,1,35,40,Female,Full-Time Employment,Undergraduate
H1C1R15SB,35,paige,10.172,8,H1C1R15SB,Paige,1,35,40,Female,Full-Time Employment,Undergraduate
H1C2R5SB,35,kenan,10.301,9,H1C2R5SB,Kenan,1,35,40,Female,Full-Time Employment,Undergraduate
H1C4R5DB,36,440,81.631,1,H1C4R5DB,93,1,36,30,Female,Full-Time Employment,Undergraduate
H1C4R10ST,35,nilie,5.868,10,H1C4R10ST,Nillie,1,35,40,Female,Full-Time Employment,Undergraduate
H1C4R5DB,35,98,11.096,11,H1C4R5DB,93,1,35,40,Female,Full-Time Employment,Undergraduate
H1C2R10DT,36,79,18.288,2,H1C2R10DT,79,1,36,30,Female,Full-Time Employment,Undergraduate
H1C1R10ST,35,nancy,6.381,12,H1C1R10ST,Nancy,1,35,40,Female,Full-Time Employment,Undergraduate
H1C1R20DB,30,118,159.508,11,H1C1R20DB,108,1,30,24,Female,Full-Time Employment,Undergraduate
H1C1R20DB,31,107,170.162,9,H1C1R20DB,108,1,31,24,Male,Full-Time Employment,Undergraduate
H1C2R15DB,36,70,106.551,3,H1C2R15DB,69,1,36,30,Female,Full-Time Employment,Undergraduate
H1C2R5SB,36,Kenan,21.745,4,H1C2R5SB,Kenan,1,36,30,Female,Full-Time Employment,Undergraduate
H1C1R20DT,36,108,15.206,5,H1C1R20DT,108,1,36,30,Female,Full-Time Employment,Undergraduate
H1C2R15DB,29,68,343.689,8,H1C2R15DB,69,1,29,27,Male,Full-Time Employment,Undergraduate
H1C1R15SB,36,Paige,20.223,6,H1C1R15SB,Paige,1,36,30,Female,Full-Time Employment,Undergraduate
H1C1R5DB,29,46,22.638,9,H1C1R5DB,46,1,29,27,Male,Full-Time Employment,Undergraduate
H1C4R20DT,36,74,14.75,7,H1C4R20DT,74,1,36,30,Female,Full-Time Employment,Undergraduate
H1C2R10DT,29,79,12.545,10,H1C2R10DT,79,1,29,27,Male,Full-Time Employment,Undergraduate
H1C1R5DB,36,46,14.965,8,H1C1R5DB,46,1,36,30,Female,Full-Time Employment,Undergraduate
H1C2R15DT,31,69,161.118,10,H1C2R15DT,69,1,31,24,Male,Full-Time Employment,Undergraduate
H1C2R20SB,30,Maria,197.589,12,H1C2R20SB,Maria,1,30,24,Female,Full-Time Employment,Undergraduate
H1C4R15SB,36,Angus,26.482,9,H1C4R15SB,Angus,1,36,30,Female,Full-Time Employment,Undergraduate
H1C2R15DB,34,70,439.725,3,H1C2R15DB,69,1,34,24,Male,Full-Time Employment,Undergraduate
H1C2R20SB,32,Paige,338.677,9,H1C2R20SB,Maria,1,32,38,Male,Full-Time Employment,Postgraduate
H1C4R10ST,36,Nillie,11.292,10,H1C4R10ST,Nillie,1,36,30,Female,Full-Time Employment,Undergraduate
H1C2R20ST,36,Maria,12.809,11,H1C2R20ST,Maria,1,36,30,Female,Full-Time Employment,Undergraduate
H1C2R15DT,32,69,14.55,10,H1C2R15DT,69,1,32,38,Male,Full-Time Employment,Postgraduate
H1C1R5DB,34,47,24.785,4,H1C1R5DB,46,1,34,24,Male,Full-Time Employment,Undergraduate
H1C4R10SB,31,Nillie,50.151,11,H1C4R10SB,Nillie,1,31,24,Male,Full-Time Employment,Undergraduate
H1C1R10ST,36,Nancy,10.437,12,H1C1R10ST,Nancy,1,36,30,Female,Full-Time Employment,Undergraduate
H1C1R15ST,32,Paige,24.057,11,H1C1R15ST,Paige,1,32,38,Male,Full-Time Employment,Postgraduate
H1C4R15SB,29,Angus,97.423,11,H1C4R15SB,Angus,1,29,27,Male,Full-Time Employment,Undergraduate
H1C2R20SB,31,Maria,42.765,12,H1C2R20SB,Maria,1,31,24,Male,Full-Time Employment,Undergraduate
H1C4R15ST,32,Angus,28.279,12,H1C4R15ST,Angus,1,32,38,Male,Full-Time Employment,Postgraduate
H1C1R15SB,33,Paige,430.142,8,H1C1R15SB,Paige,1,33,25,Male,Full-Time Student,Undergraduate
H1C2R10DT,33,79,10.259,9,H1C2R10DT,79,1,33,25,Male,Full-Time Student,Undergraduate
H1C2R5SB,29,Kenan,41.519,12,H1C2R5SB,Kenan,1,29,27,Male,Full-Time Employment,Undergraduate
H1C1R20DT,33,108,10.856,10,H1C1R20DT,108,1,33,25,Male,Full-Time Student,Undergraduate
H1C4R15SB,34,Angus,94.776,5,H1C4R15SB,Angus,1,34,24,Male,Full-Time Employment,Undergraduate
H1C4R20DT,34,74,13.967,6,H1C4R20DT,74,1,34,24,Male,Full-Time Employment,Undergraduate
H1C1R20DT,34,108,8.425,7,H1C1R20DT,108,1,34,24,Male,Full-Time Employment,Undergraduate
H1C2R15DB,33,72,37.25,11,H1C2R15DB,69,1,33,25,Male,Full-Time Student,Undergraduate
H1C4R10ST,34,Nillie,12.264,8,H1C4R10ST,Nillie,1,34,24,Male,Full-Time Employment,Undergraduate
H1C4R10ST,33,nillie,13.801,12,H1C4R10ST,Nillie,1,33,25,Male,Full-Time Student,Undergraduate
H1C1R10ST,34,Nancy,19.229,9,H1C1R10ST,Nancy,1,34,24,Male,Full-Time Employment,Undergraduate
H1C2R10DT,34,79,8.84,10,H1C2R10DT,79,1,34,24,Male,Full-Time Employment,Undergraduate
H1C4R5DB,34,90,25.878,11,H1C4R5DB,93,1,34,24,Male,Full-Time Employment,Undergraduate
H1C2R20ST,34,Maria,17.06,12,H1C2R20ST,Maria,1,34,24,Male,Full-Time Employment,Undergraduate
H1C1R15SB,37,Paige,30.742,1,H1C1R15SB,Paige,1,37,30,Male,Full-Time Employment,Postgraduate
H1C2R15DB,37,70,18.439,2,H1C2R15DB,69,1,37,30,Male,Full-Time Employment,Postgraduate
H1C2R20ST,37,Maria,20.69,3,H1C2R20ST,Maria,1,37,30,Male,Full-Time Employment,Postgraduate
H1C4R5DB,37,90,26.15,4,H1C4R5DB,93,1,37,30,Male,Full-Time Employment,Postgraduate
H1C2R5SB,37,Kenan,23.142,5,H1C2R5SB,Kenan,1,37,30,Male,Full-Time Employment,Postgraduate
H1C1R5DB,37,46,28.165,6,H1C1R5DB,46,1,37,30,Male,Full-Time Employment,Postgraduate
H1C4R20DT,37,74,26.401,7,H1C4R20DT,74,1,37,30,Male,Full-Time Employment,Postgraduate
H1C2R10DT,37,79,8.904,8,H1C2R10DT,79,1,37,30,Male,Full-Time Employment,Postgraduate
H1C4R10ST,37,Nillie,20.517,9,H1C4R10ST,Nillie,1,37,30,Male,Full-Time Employment,Postgraduate
H1C1R10ST,37,Nancy,10.512,10,H1C1R10ST,Nancy,1,37,30,Male,Full-Time Employment,Postgraduate
H1C1R20DT,37,108,12.178,11,H1C1R20DT,108,1,37,30,Male,Full-Time Employment,Postgraduate
H1C4R15SB,37,Angus,44.036,12,H1C4R15SB,Angus,1,37,30,Male,Full-Time Employment,Postgraduate
H1C1R20DT,38,108,39.199,1,H1C1R20DT,108,1,38,35,Male,Full-Time Student,Undergraduate
H1C1R5DB,38,46,40.661,2,H1C1R5DB,46,1,38,35,Male,Full-Time Student,Undergraduate
H1C4R5DB,38,90,37.231,3,H1C4R5DB,93,1,38,35,Male,Full-Time Student,Undergraduate
H1C4R15ST,39,Angus,46.615,1,H1C4R15ST,Angus,1,39,47,Female,Full-Time Employment,Undergraduate
H1C1R5DT,39,46,9.899,2,H1C1R5DT,46,1,39,47,Female,Full-Time Employment,Undergraduate
H1C4R10ST,38,Nillie,25.936,4,H1C4R10ST,Nillie,1,38,35,Male,Full-Time Student,Undergraduate
H1C2R20ST,38,Maria,16.106,5,H1C2R20ST,Maria,1,38,35,Male,Full-Time Student,Undergraduate
H1C4R15SB,38,Angus,56.904,6,H1C4R15SB,Angus,1,38,35,Male,Full-Time Student,Undergraduate
H1C2R10DT,38,79,8.214,7,H1C2R10DT,79,1,38,35,Male,Full-Time Student,Undergraduate
H1C2R15DB,38,68,62.926,8,H1C2R15DB,69,1,38,35,Male,Full-Time Student,Undergraduate
H1C1R10ST,38,Nancy,13.523,9,H1C1R10ST,Nancy,1,38,35,Male,Full-Time Student,Undergraduate
H1C1R15SB,38,Paige,19.547,10,H1C1R15SB,Paige,1,38,35,Male,Full-Time Student,Undergraduate
H1C4R20DT,38,74,13.796,11,H1C4R20DT,74,1,38,35,Male,Full-Time Student,Undergraduate
H1C2R5SB,38,Kenan,26.768,12,H1C2R5SB,Kenan,1,38,35,Male,Full-Time Student,Undergraduate
H1C4R5DB,40,95,54.565,1,H1C4R5DB,93,1,40,37,Male,Full-Time Employment,Undergraduate
H1C1R5DB,40,46,36.713,2,H1C1R5DB,46,1,40,37,Male,Full-Time Employment,Undergraduate
H1C1R15SB,40,paige,37.044,3,H1C1R15SB,Paige,1,40,37,Male,Full-Time Employment,Undergraduate
H1C4R10ST,40,Nillie,23.731,4,H1C4R10ST,Nillie,1,40,37,Male,Full-Time Employment,Undergraduate
H1C4R15ST,41,Angus,21.188,1,H1C4R15ST,Angus,1,41,34,Male,Part-Time Employment,Undergraduate
H1C2R5ST,41,Kenan,14.015,2,H1C2R5ST,Kenan,1,41,34,Male,Part-Time Employment,Undergraduate
H1C4R15SB,42,Angus,17.599,1,H1C4R15SB,Angus,1,42,28,Male,Full-Time Employment,Undergraduate
H1C1R15SB,42,Paige,8.857,2,H1C1R15SB,Paige,1,42,28,Male,Full-Time Employment,Undergraduate
H1C1R15ST,41,Paige,11.974,3,H1C1R15ST,Paige,1,41,34,Male,Part-Time Employment,Undergraduate
H1C2R20ST,42,Maria,9.994,3,H1C2R20ST,Maria,1,42,28,Male,Full-Time Employment,Undergraduate
H1C1R10ST,42,Nancy,8.881,4,H1C1R10ST,Nancy,1,42,28,Male,Full-Time Employment,Undergraduate
H1C2R10DT,42,79,7.846,5,H1C2R10DT,79,1,42,28,Male,Full-Time Employment,Undergraduate
H1C4R20DT,42,74,8.519,6,H1C4R20DT,74,1,42,28,Male,Full-Time Employment,Undergraduate
H1C2R20SB,41,Maria,36.199,4,H1C2R20SB,Maria,1,41,34,Male,Part-Time Employment,Undergraduate
H1C4R10ST,42,Nillie,5.618,7,H1C4R10ST,Nillie,1,42,28,Male,Full-Time Employment,Undergraduate
H1C1R5DT,41,46,10.204,5,H1C1R5DT,46,1,41,34,Male,Part-Time Employment,Undergraduate
H1C2R5SB,42,Kenan,9.268,8,H1C2R5SB,Kenan,1,42,28,Male,Full-Time Employment,Undergraduate
H1C1R5DB,42,45,6.622,9,H1C1R5DB,46,1,42,28,Male,Full-Time Employment,Undergraduate
H1C4R10SB,41,Nillie,23.518,6,H1C4R10SB,Nillie,1,41,34,Male,Part-Time Employment,Undergraduate
H1C2R15DB,42,70,16.749,10,H1C2R15DB,69,1,42,28,Male,Full-Time Employment,Undergraduate
H1C4R5DB,42,95,10.062,11,H1C4R5DB,93,1,42,28,Male,Full-Time Employment,Undergraduate
H1C1R20DT,42,108,6.035,12,H1C1R20DT,108,1,42,28,Male,Full-Time Employment,Undergraduate
H1C1R20DB,41,100,37.312,7,H1C1R20DB,108,1,41,34,Male,Part-Time Employment,Undergraduate
H1C2R15DT,41,69,8.101,8,H1C2R15DT,69,1,41,34,Male,Part-Time Employment,Undergraduate
H1C4R5DT,41,93,15.848,9,H1C4R5DT,93,1,41,34,Male,Part-Time Employment,Undergraduate
H1C1R10SB,41,Nancy,16.214,10,H1C1R10SB,Nancy,1,41,34,Male,Part-Time Employment,Undergraduate
H1C4R20DB,41,50,28.196,11,H1C4R20DB,74,1,41,34,Male,Part-Time Employment,Undergraduate
H1C2R10DB,41,78,20.167,12,H1C2R10DB,$79,1,41,34,Male,Part-Time Employment,Undergraduate
H1C4R10SB,43,Nillie,35.117,1,H1C4R10SB,Nillie,1,43,44,Female,Full-Time Employment,Undergraduate
H1C4R20DB,43,75,28.398,2,H1C4R20DB,74,1,43,44,Female,Full-Time Employment,Undergraduate
H1C2R10DB,43,79,16.693,3,H1C2R10DB,$79,1,43,44,Female,Full-Time Employment,Undergraduate
H1C1R5DT,43,46,10.751,4,H1C1R5DT,46,1,43,44,Female,Full-Time Employment,Undergraduate
H1C1R20DB,43,108,19.617,5,H1C1R20DB,108,1,43,44,Female,Full-Time Employment,Undergraduate
H1C2R5ST,43,Kenan,10.961,6,H1C2R5ST,Kenan,1,43,44,Female,Full-Time Employment,Undergraduate
H1C2R20SB,43,Maria,15.451,7,H1C2R20SB,Maria,1,43,44,Female,Full-Time Employment,Undergraduate
H1C2R15DT,43,69,10.299,8,H1C2R15DT,69,1,43,44,Female,Full-Time Employment,Undergraduate
H1C4R15ST,43,Angus,34.921,9,H1C4R15ST,Angus,1,43,44,Female,Full-Time Employment,Undergraduate
H1C4R5DT,43,93,8.528,10,H1C4R5DT,93,1,43,44,Female,Full-Time Employment,Undergraduate
H1C1R15ST,43,Paige,12.504,11,H1C1R15ST,Paige,1,43,44,Female,Full-Time Employment,Undergraduate
H1C1R10SB,43,Nancy,18.341,12,H1C1R10SB,Nancy,1,43,44,Female,Full-Time Employment,Undergraduate
H1C2R5SB,44,Kenan,57.214,1,H1C2R5SB,Kenan,1,44,38,Male,Part-Time Employment,Undergraduate
H1C2R15DB,44,62,29.669,2,H1C2R15DB,69,1,44,38,Male,Part-Time Employment,Undergraduate
H1C1R20DT,44,108,15.046,3,H1C1R20DT,108,1,44,38,Male,Part-Time Employment,Undergraduate
H1C2R10DT,44,79,10.389,4,H1C2R10DT,79,1,44,38,Male,Part-Time Employment,Undergraduate
H1C4R15SB,44,Jake,23.416,5,H1C4R15SB,Angus,1,44,38,Male,Part-Time Employment,Undergraduate
H1C4R20DT,44,74,13.128,6,H1C4R20DT,74,1,44,38,Male,Part-Time Employment,Undergraduate
H1C4R10ST,44,Nillie,14.333,7,H1C4R10ST,Nillie,1,44,38,Male,Part-Time Employment,Undergraduate
H1C1R5DB,44,48,14.593,8,H1C1R5DB,46,1,44,38,Male,Part-Time Employment,Undergraduate
H1C1R15SB,44,Paige,18.823,9,H1C1R15SB,Paige,1,44,38,Male,Part-Time Employment,Undergraduate
H1C1R10ST,44,Nancy,15.383,10,H1C1R10ST,Nancy,1,44,38,Male,Part-Time Employment,Undergraduate
H1C2R20ST,44,Maria,19.076,11,H1C2R20ST,Maria,1,44,38,Male,Part-Time Employment,Undergraduate
H1C4R5DB,44,98,15.05,12,H1C4R5DB,93,1,44,38,Male,Part-Time Employment,Undergraduate
H1C1R10ST,45,Nancy,10.645,1,H1C1R10ST,Nancy,1,45,47,Female,Full-Time Employment,Postgraduate
H1C4R10ST,45,Nillie,7.716,2,H1C4R10ST,Nillie,1,45,47,Female,Full-Time Employment,Postgraduate
H1C2R15DB,45,75,15.419,3,H1C2R15DB,69,1,45,47,Female,Full-Time Employment,Postgraduate
H1C1R20DT,45,108,9.275,4,H1C1R20DT,108,1,45,47,Female,Full-Time Employment,Postgraduate
H1C4R20DT,45,74,8.267,5,H1C4R20DT,74,1,45,47,Female,Full-Time Employment,Postgraduate
H1C2R10DT,45,79,7.246,6,H1C2R10DT,79,1,45,47,Female,Full-Time Employment,Postgraduate
H1C4R15SB,45,Angus,18.487,7,H1C4R15SB,Angus,1,45,47,Female,Full-Time Employment,Postgraduate
H1C1R5DB,45,48,10.642,8,H1C1R5DB,46,1,45,47,Female,Full-Time Employment,Postgraduate
H1C1R15SB,45,paige,8.315,9,H1C1R15SB,Paige,1,45,47,Female,Full-Time Employment,Postgraduate
H1C2R5SB,45,kenan,12.116,10,H1C2R5SB,Kenan,1,45,47,Female,Full-Time Employment,Postgraduate
H1C4R5DB,45,97,12.173,11,H1C4R5DB,93,1,45,47,Female,Full-Time Employment,Postgraduate
H1C2R20ST,45,maria,11.053,12,H1C2R20ST,Maria,1,45,47,Female,Full-Time Employment,Postgraduate
H1C1R20DT,46,108,24.269,1,H1C1R20DT,108,1,46,54,Female,Full-Time Employment,Undergraduate
H1C2R10DT,46,79,15.79,2,H1C2R10DT,79,1,46,54,Female,Full-Time Employment,Undergraduate
H1C1R10ST,46,Nancy,19.563,3,H1C1R10ST,Nancy,1,46,54,Female,Full-Time Employment,Undergraduate
H1C2R5SB,46,Kenan,24.729,4,H1C2R5SB,Kenan,1,46,54,Female,Full-Time Employment,Undergraduate
